Date,Open,High,Low,Close,Volume,Market Cap
"Oct 09, 2015",242.5,244.23,242.12,243.93,17353100,3586932176
"Oct 10, 2015",243.74,245.32,243.07,244.94,15912700,3602763687
"Oct 11, 2015",244.74,247.24,244.15,247.05,16827300,3634686068
"Oct 12, 2015",246.88,247.45,245.18,245.31,17388300,3609927997
"Oct 13, 2015",245.2,250.24,243.76,249.51,28198500,3672589342
"Oct 14, 2015",249.49,254.27,248.9,251.99,27462600,3710065546
"Oct 15, 2015",252.11,255.96,252.05,254.32,25223500,3745440578
"Oct 16, 2015",254.3,266.14,253.93,262.87,35901500,3872283809
"Oct 17, 2015",262.75,273.58,262.37,270.64,43199600,3987684186
"Oct 18, 2015",270.91,271.67,260.78,261.64,22434300,3856061829
"Oct 19, 2015",261.86,264.82,260.95,263.44,25258800,3883581668
"Oct 20, 2015",263.57,270.83,263.23,269.46,30889800,3973292564
"Oct 21, 2015",269.31,270.77,263.84,266.27,25637300,3927192474
"Oct 22, 2015",266.5,276.51,266.14,274.02,37808600,4042524308
"Oct 23, 2015",273.65,278.68,273.54,276.5,29442500,4080023363
"Oct 24, 2015",276.5,281.71,276.5,281.65,25942400,4157184875
"Oct 25, 2015",281.45,294.06,281.45,283.68,45717100,4188180600
"Oct 26, 2015",283.63,285.3,280.51,285.3,32108800,4213260473
"Oct 27, 2015",285.18,296.21,285.01,293.79,46331800,4339689442
"Oct 28, 2015",293.7,306.33,293.7,304.62,50808100,4500730950
"Oct 29, 2015",304.32,318.17,301.82,313.86,64495900,4638392428
"Oct 30, 2015",313.94,334.17,313.94,328.02,78305000,4849062146
"Oct 31, 2015",328.51,332.78,309.25,314.17,48598100,4645486246
"Nov 01, 2015",315.01,327.47,311.88,325.43,37001100,4813287206
"Nov 02, 2015",325.94,365.36,323.21,361.19,101918000,5343556482
"Nov 03, 2015",361.87,417.9,357.65,403.42,206162000,5969855535
"Nov 04, 2015",403.66,495.56,380.55,411.56,263900000,6092006971
"Nov 05, 2015",408.08,447.56,374.58,386.35,151824992,5720251077
"Nov 06, 2015",388.05,395.84,354.02,374.47,122687000,5545657295
"Nov 07, 2015",374.27,390.59,372.43,386.48,56625100,5725035162
"Nov 08, 2015",384.28,389.89,368.7,373.37,51817600,5532072311
"Nov 09, 2015",374.32,385.28,362.89,380.26,68224400,5635560843
"Nov 10, 2015",379.98,381.39,329.11,336.82,95797904,4993021697
"Nov 11, 2015",339.82,340.58,301,311.08,107070000,4612831323
"Nov 12, 2015",314.08,345.08,313.36,338.15,78477800,5015563456
"Nov 13, 2015",338.5,340.91,326.08,336.75,52003000,4996160115
"Nov 14, 2015",336.62,338.18,329.97,332.91,38612000,4940266781
"Nov 15, 2015",333.05,334.66,317.49,320.17,44213100,4752464063
"Nov 16, 2015",319.73,331.63,315.9,330.75,47980100,4911040461
"Nov 17, 2015",330.36,338.35,329.61,335.09,51001600,4976765824
"Nov 18, 2015",334.59,336.53,330.64,334.59,43783800,4970560298
"Nov 19, 2015",334.68,335.33,325.27,326.15,45011100,4846272452
"Nov 20, 2015",326.41,326.47,312.22,322.02,53152900,4786301542
"Nov 21, 2015",322.09,328.16,319.6,326.93,28200500,4860628038
"Nov 22, 2015",326.98,327.01,321.26,324.54,23439400,4826466938
"Nov 23, 2015",324.35,325.12,321.29,323.05,27478900,4805632296
"Nov 24, 2015",323.01,323.06,318.12,320.05,29362600,4762244474
"Nov 25, 2015",320.05,329.13,316.77,328.21,41666900,4884886822
"Nov 26, 2015",328.3,366.76,328.23,352.68,106105000,5250750575
"Nov 27, 2015",351.86,363.59,347.87,358.04,55179100,5331719786
"Nov 28, 2015",357.14,359.54,352.17,357.38,36816600,5323252537
"Nov 29, 2015",357.47,371.94,355.67,371.29,40409300,5531872177
"Nov 30, 2015",371.44,382.36,370.38,377.32,71701600,5623195997
"Dec 01, 2015",377.41,378.93,356.56,362.49,60452200,5403653927
"Dec 02, 2015",361.85,362.23,349.46,359.19,54160500,5355891235
"Dec 03, 2015",359.33,370.27,357.41,361.05,50714900,5384892776
"Dec 04, 2015",361.26,363.52,355.76,363.18,35784100,5418154665
"Dec 05, 2015",363.72,389.79,363.23,388.95,66282200,5804247032
"Dec 06, 2015",389.55,402.81,387.09,388.78,77762000,5803305524
"Dec 07, 2015",389.98,399.97,385.41,395.54,63455800,5905560136
"Dec 08, 2015",395.75,415.56,389.95,415.56,57801400,6206381460
"Dec 09, 2015",414.44,423.12,406.29,417.56,90917200,6238015413
"Dec 10, 2015",417.99,419.51,411.55,415.48,52138900,6209105142
"Dec 11, 2015",415.28,451.94,415.28,451.94,110944000,6755795193
"Dec 12, 2015",452.33,469.1,410.74,435,131969000,6504325267
"Dec 13, 2015",431.66,441.68,426.27,433.76,55050600,6487293999
"Dec 14, 2015",433.27,447.14,430.46,444.18,130496000,6645395797
"Dec 15, 2015",443.88,465.32,443.88,465.32,83121104,6963784692
"Dec 16, 2015",465.21,465.21,443.85,454.93,107944000,6810202753
"Dec 17, 2015",454.78,457.86,448.86,456.08,47978400,6829095335
"Dec 18, 2015",455.85,465.18,454.94,463.62,60220100,6943912954
"Dec 19, 2015",463.55,465.58,456.77,462.32,47892700,6926346391
"Dec 20, 2015",462.23,462.64,434.34,442.68,75409400,6633988873
"Dec 21, 2015",442.84,444.73,427.31,438.64,77639696,6574990256
"Dec 22, 2015",437.44,443.69,435.52,436.57,50840400,6545633139
"Dec 23, 2015",436.72,444.53,436.62,442.4,47161400,6634776277
"Dec 24, 2015",443.09,458.46,443.08,454.98,57157200,6825070740
"Dec 25, 2015",454.86,458.3,452.08,455.65,39078500,6836936569
"Dec 26, 2015",455.76,457.49,405.76,417.27,116166000,6262844602
"Dec 27, 2015",416.51,424.01,408.88,422.82,53591200,6348296234
"Dec 28, 2015",423.34,429.77,418.48,422.28,49638600,6341733237
"Dec 29, 2015",422.1,432.98,420.63,432.98,51596500,6504194854
"Dec 30, 2015",433.3,434.39,422.08,426.62,46889400,6410381455
"Dec 31, 2015",425.88,432.92,418.73,430.57,45996600,6471217491
"Jan 01, 2016",430.72,436.25,427.52,434.33,36278900,6529299589
"Jan 02, 2016",434.62,436.06,431.87,433.44,30096600,6517390487
"Jan 03, 2016",433.58,433.74,424.71,430.01,39633800,6467429942
"Jan 04, 2016",430.06,434.52,429.08,433.09,38477500,6515713340
"Jan 05, 2016",433.07,434.18,429.68,431.96,34522600,6500393256
"Jan 06, 2016",431.86,431.86,426.34,429.11,34042500,6458942098
"Jan 07, 2016",430.01,458.77,429.08,458.05,87562200,6896279078
"Jan 08, 2016",457.54,462.93,447.94,453.23,56993000,6825700454
"Jan 09, 2016",453.38,454.64,446.89,447.61,32278000,6742767343
"Jan 10, 2016",448.24,448.31,440.35,447.99,35995900,6750440386
"Jan 11, 2016",448.7,450.66,443.86,448.43,40450000,6758931030
"Jan 12, 2016",448.18,448.18,435.69,435.69,115607000,6568800100
"Jan 13, 2016",434.67,435.19,424.44,432.37,173888000,6520360056
"Jan 14, 2016",432.29,433.32,427.85,430.31,43945500,6490638885
"Jan 15, 2016",430.26,430.26,364.33,364.33,153351008,5496598039
"Jan 16, 2016",365.07,390.56,354.91,387.54,120352000,5848063566
"Jan 17, 2016",387.15,390.96,380.09,382.3,45319600,5770478451
"Jan 18, 2016",381.73,388.1,376.67,387.17,54403900,5845656048
"Jan 19, 2016",387.03,387.73,378.97,380.15,46819800,5740934168
"Jan 20, 2016",379.74,425.27,376.6,420.23,121720000,6347836794
"Jan 21, 2016",419.63,422.88,406.3,410.26,68338000,6198658815
"Jan 22, 2016",409.75,410.41,375.28,382.49,91546600,5780764155
"Jan 23, 2016",382.43,394.54,381.98,387.49,56247400,5858059876
"Jan 24, 2016",388.1,405.48,387.51,402.97,54824800,6093787908
"Jan 25, 2016",402.32,402.32,388.55,391.73,59062400,5925345408
"Jan 26, 2016",392,397.77,390.58,392.15,58147000,5933372928
"Jan 27, 2016",392.44,396.84,391.78,394.97,47424400,5977545745
"Jan 28, 2016",395.15,395.5,379.73,380.29,59247900,5756710303
"Jan 29, 2016",380.11,384.38,365.45,379.47,86125296,5745985821
"Jan 30, 2016",378.86,380.92,376.49,378.26,30284400,5729296096
"Jan 31, 2016",378.29,380.35,367.83,368.77,37894300,5587253351
"Feb 01, 2016",369.35,378.07,367.96,373.06,51656700,5653747618
"Feb 02, 2016",372.92,375.88,372.92,374.45,40378700,5676528707
"Feb 03, 2016",374.65,374.95,368.05,369.95,45933400,5609971377
"Feb 04, 2016",370.17,391.61,369.99,389.59,69285504,5909517630
"Feb 05, 2016",388.9,391.09,385.57,386.55,43825000,5865136968
"Feb 06, 2016",386.59,386.63,372.39,376.52,49249300,5714879155
"Feb 07, 2016",376.51,380.87,374.9,376.62,37076300,5718023735
"Feb 08, 2016",376.76,379.88,373.33,373.45,47671100,5671240831
"Feb 09, 2016",373.42,377.25,372.9,376.03,55318500,5712106127
"Feb 10, 2016",376.15,385.48,375.78,381.65,85130896,5799042060
"Feb 11, 2016",382.11,383.13,376.4,379.65,74375600,5770550973
"Feb 12, 2016",379.69,384.95,379.6,384.26,67042800,5842238586
"Feb 13, 2016",384.64,391.86,384.64,391.86,61911700,5959279526
"Feb 14, 2016",392.93,407.23,392.93,407.23,74469800,6194711495
"Feb 15, 2016",407.57,410.38,397.75,400.18,74070496,6089064891
"Feb 16, 2016",401.43,408.95,401.43,407.49,73093104,6201590434
"Feb 17, 2016",407.66,421.17,406.78,416.32,83193600,6337628174
"Feb 18, 2016",416.57,426,415.64,422.37,76752600,6431547586
"Feb 19, 2016",422.73,423.1,417.6,420.79,55711300,6408881658
"Feb 20, 2016",421.6,441.98,421.6,437.16,93992096,6659985887
"Feb 21, 2016",437.77,448.05,429.08,438.8,89820704,6686294225
"Feb 22, 2016",438.99,439.05,432.92,437.75,85385200,6671673493
"Feb 23, 2016",438.26,439.86,417.82,420.74,85244896,6413836323
"Feb 24, 2016",420.96,425.55,413.91,424.95,67743696,6479395124
"Feb 25, 2016",425.04,427.72,420.42,424.54,70798000,6474784226
"Feb 26, 2016",424.63,432.15,421.62,432.15,61486000,6592327507
"Feb 27, 2016",432.84,434.23,428.1,432.52,41893600,6599515471
"Feb 28, 2016",432.57,435.68,423.82,433.5,53033400,6615986322
"Feb 29, 2016",433.44,441.51,431.69,437.7,60694700,6681444705
"Mar 01, 2016",437.92,439.65,432.32,435.12,74895800,6643686404
"Mar 02, 2016",435.13,435.92,423.99,423.99,74955296,6475329604
"Mar 03, 2016",423.91,425.37,419.41,421.65,100484000,6441066887
"Mar 04, 2016",421.84,425.18,410.94,410.94,90856096,6279024638
"Mar 05, 2016",410.78,411.26,394.04,400.57,135384992,6122091567
"Mar 06, 2016",400.52,411.91,395.78,407.71,91212496,6232667872
"Mar 07, 2016",407.76,415.92,406.31,414.32,85762400,6335164892
"Mar 08, 2016",414.46,416.24,411.09,413.97,70311696,6331422309
"Mar 09, 2016",413.89,416.03,411.61,414.86,70012304,6346735710
"Mar 10, 2016",414.74,417.51,413.25,417.13,81022896,6383105414
"Mar 11, 2016",417.24,423.93,417.01,421.69,73969696,6454555816
"Mar 12, 2016",421.61,421.8,410.09,411.62,92712896,6301963440
"Mar 13, 2016",411.65,416.6,411.64,414.07,74322800,6340701565
"Mar 14, 2016",414.2,416.68,414.2,416.44,95259400,6378632901
"Mar 15, 2016",416.39,418.13,414.98,416.83,66781700,6386304534
"Mar 16, 2016",416.89,417.69,415.91,417.01,65185800,6390672724
"Mar 17, 2016",417.89,421,417.89,420.62,83528600,6447467967
"Mar 18, 2016",420.55,420.55,406.14,409.55,104940000,6279128504
"Mar 19, 2016",409.27,410.98,407.23,410.44,58423000,6294271612
"Mar 20, 2016",410.4,414.63,410.4,413.76,45947900,6346546570
"Mar 21, 2016",413.42,413.42,410.38,413.31,61655400,6341110984
"Mar 22, 2016",413.13,418.38,412.53,418.09,66813300,6416025151
"Mar 23, 2016",418.16,419.27,417.36,418.04,61444200,6416845742
"Mar 24, 2016",418.42,418.68,415.49,416.39,68346704,6393094869
"Mar 25, 2016",416.51,418.08,415.56,417.18,52560000,6406608048
"Mar 26, 2016",417.36,418.99,416.26,417.95,44650400,6420042696
"Mar 27, 2016",418.14,428.8,417.71,426.77,71229400,6557030843
"Mar 28, 2016",426.55,426.86,423.29,424.23,68522800,6519889575
"Mar 29, 2016",424.3,426.2,412.68,416.52,75411504,6402954687
"Mar 30, 2016",416.83,416.83,412.5,414.82,66034100,6378356002
"Mar 31, 2016",415.26,418.37,415.26,416.73,60215200,6409062819
"Apr 01, 2016",416.76,418.17,415.83,417.96,51235700,6429593619
"Apr 02, 2016",418.42,422.08,418.42,420.87,45681200,6475857111
"Apr 03, 2016",421.17,421.58,419.7,420.9,38053700,6477828309
"Apr 04, 2016",421.3,422.34,419.6,421.44,50634300,6487898586
"Apr 05, 2016",421.02,424.26,420.61,424.03,60718000,6529351750
"Apr 06, 2016",424.28,424.53,422.73,423.41,59091000,6521491709
"Apr 07, 2016",423.62,423.66,420.52,422.74,57858600,6512693215
"Apr 08, 2016",422.91,425.36,419.64,420.35,63454700,6477294354
"Apr 09, 2016",420.81,420.89,416.52,419.41,49792700,6464539022
"Apr 10, 2016",419.59,422.43,419.26,421.56,73478600,6499536744
"Apr 11, 2016",421.87,422.74,420.53,422.48,50747500,6515321585
"Apr 12, 2016",422.84,427.28,422.84,425.19,70728800,6558651418
"Apr 13, 2016",425.63,426.66,422.92,423.73,69060400,6537929600
"Apr 14, 2016",423.93,425.37,423.01,424.28,45281000,6548113819
"Apr 15, 2016",424.43,429.93,424.43,429.71,54801500,6633436610
"Apr 16, 2016",429.58,432.63,428.98,430.57,39392800,6648182380
"Apr 17, 2016",430.64,431.37,426.08,427.4,52125900,6600878376
"Apr 18, 2016",427.61,429.27,427.09,428.59,55670900,6620723761
"Apr 19, 2016",428.7,436.02,428.1,435.51,52810500,6729223763
"Apr 20, 2016",435.32,443.05,434.41,441.39,72890096,6821898724
"Apr 21, 2016",441.42,450.55,440.95,449.42,68204704,6947795903
"Apr 22, 2016",449.69,449.81,444.15,445.74,58804400,6892364370
"Apr 23, 2016",445.86,450.28,444.33,450.28,50485400,6964275296
"Apr 24, 2016",450.56,460.15,448.93,458.55,68198400,7093731211
"Apr 25, 2016",459.12,466.62,453.59,461.43,87091800,7139621427
"Apr 26, 2016",461.65,467.96,461.62,466.09,78971904,7213507974
"Apr 27, 2016",466.26,467.08,444.13,444.69,93564896,6883732526
"Apr 28, 2016",445.04,449.55,436.65,449.01,74064704,6952183242
"Apr 29, 2016",449.41,455.38,446.02,455.1,49258500,7048201013
"Apr 30, 2016",455.18,455.59,447.7,448.32,69322600,6944860514
"May 01, 2016",448.48,452.48,447.93,451.88,40660100,7001712750
"May 02, 2016",451.93,452.45,441.78,444.67,92127000,6891791430
"May 03, 2016",444.73,451.1,442.62,450.3,59366400,6980826502
"May 04, 2016",450.18,450.38,445.63,446.72,50407300,6927161701
"May 05, 2016",446.71,448.51,445.88,447.98,50440800,6948331748
"May 06, 2016",447.94,461.38,447.07,459.6,72796800,7130556704
"May 07, 2016",459.64,460.67,457.32,458.54,38364500,7115722136
"May 08, 2016",458.43,459.42,455.98,458.55,40315000,7117822794
"May 09, 2016",458.21,462.48,456.53,460.48,55493100,7149827444
"May 10, 2016",460.52,461.93,448.95,450.89,58956100,7002714977
"May 11, 2016",450.86,454.58,450.86,452.73,50605200,7032699388
"May 12, 2016",452.45,454.95,449.25,454.77,59849300,7065960832
"May 13, 2016",454.85,457.05,453.45,455.67,60845000,7081726955
"May 14, 2016",455.82,456.84,454.79,455.67,37209000,7083394303
"May 15, 2016",455.76,458.69,455.46,457.57,28514000,7114461730
"May 16, 2016",457.59,458.2,452.95,454.16,59171500,7063120268
"May 17, 2016",454.01,455.07,453.61,453.78,64100300,7058821457
"May 18, 2016",453.69,456,453.3,454.62,86850096,7073564772
"May 19, 2016",454.52,454.63,438.71,438.71,96027400,6827425412
"May 20, 2016",437.79,444.05,437.39,442.68,81987904,6890716750
"May 21, 2016",442.97,443.78,441.71,443.19,42762300,6900237725
"May 22, 2016",443.22,443.43,439.04,439.32,39657600,6842082300
"May 23, 2016",439.35,444.35,438.82,444.15,50582500,6919346395
"May 24, 2016",444.29,447.1,443.93,445.98,65783100,6949432035
"May 25, 2016",446.06,450.3,446.06,449.6,65231000,7007360094
"May 26, 2016",449.67,453.64,447.9,453.38,65203800,7067871184
"May 27, 2016",453.52,478.15,453.52,473.46,164780992,7382558440
"May 28, 2016",473.03,533.47,472.7,530.04,181199008,8266477338
"May 29, 2016",527.48,553.96,512.18,526.23,148736992,8209050618
"May 30, 2016",528.47,544.35,522.96,533.86,87958704,8330000111
"May 31, 2016",534.19,546.62,520.66,531.39,138450000,8293035755
"Jun 01, 2016",531.11,543.08,525.64,536.92,86061800,8381321200
"Jun 02, 2016",536.52,540.35,533.08,537.97,60378200,8399598923
"Jun 03, 2016",537.68,574.64,536.92,569.19,122020000,8889102698
"Jun 04, 2016",569.71,590.13,564.24,572.73,94925296,8945981422
"Jun 05, 2016",573.31,582.81,569.18,574.98,68874096,8983555643
"Jun 06, 2016",574.6,586.47,574.6,585.54,72138896,9151021089
"Jun 07, 2016",585.45,590.26,567.51,576.6,107770000,9013335474
"Jun 08, 2016",577.17,582.84,573.13,581.65,80265800,9094354021
"Jun 09, 2016",582.2,582.2,570.95,574.63,71301000,8987040811
"Jun 10, 2016",575.84,579.13,573.33,577.47,66991900,9033522014
"Jun 11, 2016",578.67,607.12,578.67,606.73,82357000,9493578714
"Jun 12, 2016",609.68,684.84,607.04,672.78,277084992,10529624647
"Jun 13, 2016",671.65,716,664.49,704.38,243295008,11026918233
"Jun 14, 2016",704.5,704.5,662.8,685.56,186694000,10734585656
"Jun 15, 2016",685.68,696.3,672.56,694.47,99223800,10876756116
"Jun 16, 2016",696.52,773.72,696.52,766.31,271633984,12004751236
"Jun 17, 2016",768.49,775.36,716.56,748.91,363320992,11734973407
"Jun 18, 2016",748.76,777.99,733.93,756.23,252718000,11852610450
"Jun 19, 2016",756.69,766.62,745.63,763.78,136184992,11974386667
"Jun 20, 2016",763.93,764.08,732.73,737.23,174511008,11561085979
"Jun 21, 2016",735.88,735.88,639.07,666.65,309944000,10456853278
"Jun 22, 2016",665.91,678.67,587.48,596.12,266392992,9352374507
"Jun 23, 2016",597.44,629.33,558.14,623.98,253462000,9791649877
"Jun 24, 2016",625.58,681.73,625.27,665.3,224316992,10442233719
"Jun 25, 2016",665.28,691.73,646.56,665.12,126656000,10442165051
"Jun 26, 2016",665.93,665.98,616.93,629.37,109225000,9883123077
"Jun 27, 2016",629.35,655.28,620.52,655.28,122134000,10292371661
"Jun 28, 2016",658.1,659.25,637.77,647,138384992,10164806261
"Jun 29, 2016",644.12,644.68,628.28,639.89,142456000,10055423427
"Jun 30, 2016",640.59,675.4,636.61,673.34,138980000,10583527799
"Jul 01, 2016",672.52,686.15,669.59,676.3,134431008,10632674990
"Jul 02, 2016",676.73,703.7,676.4,703.7,112354000,11066171356
"Jul 03, 2016",704.97,704.97,649.01,658.66,129512000,10360455388
"Jul 04, 2016",658.8,683.66,650.51,683.66,92008400,10756225162
"Jul 05, 2016",683.21,683.49,665.07,670.63,130476000,10553590036
"Jul 06, 2016",670.42,681.9,670.42,677.33,134960992,10661460872
"Jul 07, 2016",678.09,682.43,611.83,640.56,258091008,10084880016
"Jul 08, 2016",640.69,666.71,636.47,666.52,141970000,10496037616
"Jul 09, 2016",666.38,666.38,633.4,650.96,180536000,10252979330
"Jul 10, 2016",650.6,652.29,641.26,649.36,102532000,10229001841
"Jul 11, 2016",648.48,659.63,644.98,647.66,107910000,10203318330
"Jul 12, 2016",648.28,675.26,646.78,664.55,138172992,10470577835
"Jul 13, 2016",664.8,668.7,654.47,654.47,131449000,10312716681
"Jul 14, 2016",652.92,662.9,652.92,658.08,98511400,10370714378
"Jul 15, 2016",659.17,667.08,659.04,663.26,81673104,10453381650
"Jul 16, 2016",663.78,666.46,659.33,660.77,50330200,10415413843
"Jul 17, 2016",661.99,682.36,661.99,679.46,74407904,10711263460
"Jul 18, 2016",679.81,681.55,668.63,673.11,69465000,10612299585
"Jul 19, 2016",672.74,673.28,667.63,672.86,61203300,10609525767
"Jul 20, 2016",672.81,672.93,663.36,665.68,94636400,10497527596
"Jul 21, 2016",665.23,666.22,660.41,665.01,60491800,10487976073
"Jul 22, 2016",664.92,666.58,646.72,650.62,134169000,10261989674
"Jul 23, 2016",650.73,656.37,648.52,655.56,69532200,10340881944
"Jul 24, 2016",655.41,663.11,652.79,661.28,118184000,10432244355
"Jul 25, 2016",661.26,661.83,653.4,654.1,78176496,10319876749
"Jul 26, 2016",654.23,656.22,645.88,651.78,225135008,10284392843
"Jul 27, 2016",651.63,657.46,648.45,654.35,147460992,10325917979
"Jul 28, 2016",654.49,657.59,654.49,655.03,86428400,10337749269
"Jul 29, 2016",655.11,657.8,654.79,656.99,60703500,10369809306
"Jul 30, 2016",657.01,658.22,654.21,655.05,38456100,10340045284
"Jul 31, 2016",655.1,655.28,624.36,624.68,110818000,9861866433
"Aug 01, 2016",624.6,626.12,605.88,606.27,121887000,9572348580
"Aug 02, 2016",606.4,612.85,531.33,547.47,330932992,8644864335
"Aug 03, 2016",548.66,573.36,541.55,566.35,207982000,8944279139
"Aug 04, 2016",566.33,579.5,565.78,578.29,125292000,9133817995
"Aug 05, 2016",578.28,578.28,569.98,575.04,66127900,9083715053
"Aug 06, 2016",575.03,588.4,569.47,587.78,80797296,9286055404
"Aug 07, 2016",587.77,597.51,586.82,592.69,82398400,9364710627
"Aug 08, 2016",592.74,592.99,588.05,591.05,61194100,9339910963
"Aug 09, 2016",591.04,591.09,584.79,587.8,92228096,9289374235
"Aug 10, 2016",587.65,599.98,586.37,592.1,102905000,9358441335
"Aug 11, 2016",592.12,597.54,589.12,589.12,74514400,9312340020
"Aug 12, 2016",588.8,589.91,583.81,587.56,69218000,9288722581
"Aug 13, 2016",587.36,589.77,584.98,585.59,43563000,9258715472
"Aug 14, 2016",585.59,585.67,564.78,570.47,60851100,9020848475
"Aug 15, 2016",570.49,573.58,563.24,567.24,57262300,8970719083
"Aug 16, 2016",567.24,581.74,566.72,577.44,58405200,9132941526
"Aug 17, 2016",577.76,580.89,571.43,573.22,54443000,9066995409
"Aug 18, 2016",573.71,577.79,573.43,574.32,59896600,9085487925
"Aug 19, 2016",574.34,578.24,574.18,575.63,50631600,9107313927
"Aug 20, 2016",576.08,582.82,575.46,581.7,45301400,9204384754
"Aug 21, 2016",581.94,584.16,580.22,581.31,38299400,9199366517
"Aug 22, 2016",581.31,588.45,580.59,586.75,72844000,9286647694
"Aug 23, 2016",586.77,589.47,581.63,583.41,85349200,9234845697
"Aug 24, 2016",583.41,583.59,579.85,580.18,56328200,9184728961
"Aug 25, 2016",580.18,580.45,575.17,577.76,136130000,9147297036
"Aug 26, 2016",577.75,580.62,576.86,579.65,48856800,9178145243
"Aug 27, 2016",579.45,579.84,568.63,569.95,59698300,9025464112
"Aug 28, 2016",569.83,574.04,569.74,573.91,86301600,9089312935
"Aug 29, 2016",574.07,576.28,573.47,574.11,110398000,9093420855
"Aug 30, 2016",574.11,578.36,574.11,577.5,70342400,9148340524
"Aug 31, 2016",577.59,577.86,573.64,575.47,75840896,9117106217
"Sep 01, 2016",575.55,576.31,571.81,572.3,76923400,9067854884
"Sep 02, 2016",572.41,575.64,570.81,575.54,79910800,9120159589
"Sep 03, 2016",575.55,599.5,574.06,598.21,159014000,9480380026
"Sep 04, 2016",598.59,611.84,596.85,608.63,97942896,9646846465
"Sep 05, 2016",608.99,609.05,602.24,606.59,82446800,9615468145
"Sep 06, 2016",606.51,610.83,605.09,610.44,78529104,9677437248
"Sep 07, 2016",610.57,614.54,608.51,614.54,75032400,9743676240
"Sep 08, 2016",614.64,628.77,613.84,626.32,86713000,9931412644
"Sep 09, 2016",626.35,626.83,620.26,622.86,64550200,9877681032
"Sep 10, 2016",622.93,625.09,622.4,623.51,45016800,9889124590
"Sep 11, 2016",623.42,628.82,600.51,606.72,73610800,9624021892
"Sep 12, 2016",607.01,608.46,605.41,608.24,72812304,9649385919
"Sep 13, 2016",608.03,611.19,606.92,609.24,86920600,9666424848
"Sep 14, 2016",608.84,611.95,608.41,610.68,47877700,9690463177
"Sep 15, 2016",610.59,611.09,607.16,607.16,59464600,9635571708
"Sep 16, 2016",607.25,609.26,606.73,606.97,64963400,9633710359
"Sep 17, 2016",607.22,607.86,605.19,605.98,37140300,9619198525
"Sep 18, 2016",606.28,610.16,605.86,609.87,48679400,9682008337
"Sep 19, 2016",609.87,610.93,608.27,609.23,54796400,9672709264
"Sep 20, 2016",609.25,609.53,607.94,608.31,72710896,9659269452
"Sep 21, 2016",603.59,603.59,595.88,597.15,82776200,9483211005
"Sep 22, 2016",597.28,598.49,596.21,596.3,67085300,9470698215
"Sep 23, 2016",596.2,603.21,595.79,602.84,51067000,9575631549
"Sep 24, 2016",602.96,604.58,602.04,602.63,35359500,9573385118
"Sep 25, 2016",602.75,603.38,599.71,600.83,33977800,9546132575
"Sep 26, 2016",600.81,608.14,600.35,608.04,59153800,9661922446
"Sep 27, 2016",608.02,608.25,604.11,606.17,49422400,9633311305
"Sep 28, 2016",606.24,606.59,604.61,604.73,48722600,9611532319
"Sep 29, 2016",605.02,606.82,604.85,605.69,55658600,9627902106
"Sep 30, 2016",605.72,609.73,604.14,609.73,56122400,9693198750
"Oct 01, 2016",609.93,615.24,609.93,613.98,56357000,9761887632
"Oct 02, 2016",613.95,614.01,609.68,610.89,39249800,9713776587
"Oct 03, 2016",610.97,612.57,610.46,612.13,46798300,9734618878
"Oct 04, 2016",612.05,612.05,609.48,610.2,49801600,9705099355
"Oct 05, 2016",610.22,613.81,609.62,612.51,68077504,9743018924
"Oct 06, 2016",612.47,613.82,611.47,613.02,56812100,9752315689
"Oct 07, 2016",612.61,617.91,611.82,617.12,64071400,9818599994
"Oct 08, 2016",617.34,619.85,617.34,619.11,42345900,9851461946
"Oct 09, 2016",619.17,619.2,616.61,616.75,39243400,9815156618
"Oct 10, 2016",616.82,621.32,616.2,618.99,67481104,9851764897
"Oct 11, 2016",619.24,642.08,618.5,641.07,103590000,10204214839
"Oct 12, 2016",640.87,641.34,635.97,636.19,92370200,10127644784
"Oct 13, 2016",636.03,638.83,635.03,636.79,61620700,10138078870
"Oct 14, 2016",637.01,641.28,637.01,640.38,58144600,10196303437
"Oct 15, 2016",640.31,642.1,637.39,638.65,39035400,10169814232
"Oct 16, 2016",639.08,642.9,638.9,641.63,40298100,10218348388
"Oct 17, 2016",641.82,642.33,638.66,639.19,58063600,10180488274
"Oct 18, 2016",639.41,640.74,636,637.96,65546700,10162029114
"Oct 19, 2016",638.13,638.87,628.01,630.52,69381696,10044471117
"Oct 20, 2016",630.66,631.92,628.26,630.86,56957300,10050854099
"Oct 21, 2016",630.83,634.09,630.69,632.83,55951000,10083501603
"Oct 22, 2016",633.14,658.2,632.85,657.29,78556496,10474463658
"Oct 23, 2016",657.62,661.13,653.89,657.07,54474600,10472100602
"Oct 24, 2016",657.16,657.25,652.59,653.76,62218200,10420469172
"Oct 25, 2016",654,664.42,653.7,657.59,90378800,10482565592
"Oct 26, 2016",657.68,679.73,657.68,678.3,88877104,10813913071
"Oct 27, 2016",678.21,688.59,678.04,688.31,96105296,10974828655
"Oct 28, 2016",688,690.44,684.16,689.65,81145504,10997420362
"Oct 29, 2016",690.29,720.4,690.05,714.48,134760992,11394596830
"Oct 30, 2016",714.12,714.12,696.47,701.86,100665000,11194834676
"Oct 31, 2016",702.64,709.29,691.68,700.97,97064400,11181852070
"Nov 01, 2016",701.34,736.45,701.34,729.79,130527000,11642863554
